,video_name,Neutral-Neutral,Neutral-Happiness,Neutral-Sadness,Neutral-Surprise,Neutral-Fear,Neutral-Anger,Neutral-Disgust,Neutral-Contempt,Happiness-Neutral,Happiness-Happiness,Happiness-Sadness,Happiness-Surprise,Happiness-Fear,Happiness-Anger,Happiness-Disgust,Happiness-Contempt,Sadness-Neutral,Sadness-Happiness,Sadness-Sadness,Sadness-Surprise,Sadness-Fear,Sadness-Anger,Sadness-Disgust,Sadness-Contempt,Surprise-Neutral,Surprise-Happiness,Surprise-Sadness,Surprise-Surprise,Surprise-Fear,Surprise-Anger,Surprise-Disgust,Surprise-Contempt,Fear-Neutral,Fear-Happiness,Fear-Sadness,Fear-Surprise,Fear-Fear,Fear-Anger,Fear-Disgust,Fear-Contempt,Anger-Neutral,Anger-Happiness,Anger-Sadness,Anger-Surprise,Anger-Fear,Anger-Anger,Anger-Disgust,Anger-Contempt,Disgust-Neutral,Disgust-Happiness,Disgust-Sadness,Disgust-Surprise,Disgust-Fear,Disgust-Anger,Disgust-Disgust,Disgust-Contempt,Contempt-Neutral,Contempt-Happiness,Contempt-Sadness,Contempt-Surprise,Contempt-Fear,Contempt-Anger,Contempt-Disgust,Contempt-Contempt,target
183,trial_truth_031_1,6,1,0,0,0,1,5,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,2,0,0,3,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,4,0,7,0,1,3,5,3,14,0,1,1,0,0,0,0,1,2,1
184,trial_truth_032_0,15,0,0,2,0,0,16,2,0,2,0,0,0,0,3,0,0,0,2,0,0,0,3,0,1,0,0,3,0,0,4,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,17,3,3,3,4,0,26,1,3,0,0,0,0,0,0,1,1
185,trial_truth_032_1,23,0,0,1,0,0,23,5,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,24,1,0,3,1,0,26,1,3,1,0,0,0,1,2,4,1
186,trial_truth_033_0,9,0,0,0,0,2,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,2,6,0,8,1,1,0,2,6,16,2,0,0,0,0,0,0,2,0,1
187,trial_truth_033_1,4,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,0,0,0,0,0,2,0,3,0,0,0,0,0,0,2,2,0,7,0,0,5,2,1,13,0,1,0,0,0,0,0,0,1,1
188,trial_truth_034_0,9,0,0,1,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,5,0,12,0,2,0,0,0,0,3,4,0,10,0,0,1,11,4,22,1,0,0,0,0,0,0,1,0,1
189,trial_truth_034_1,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3,0,1,0,0,0,0,4,4,0,10,0,1,1,3,5,16,0,0,0,0,0,0,0,0,0,1
190,trial_truth_035_0,8,0,2,0,1,1,0,4,0,7,0,2,0,0,0,5,2,0,3,0,1,1,0,0,0,3,0,4,0,1,0,0,1,0,2,0,4,1,0,1,3,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,2,3,0,2,2,2,0,11,1
191,trial_truth_035_1,8,0,3,1,6,0,0,4,0,4,0,0,1,0,0,7,4,0,5,1,0,0,0,1,1,0,0,2,0,1,0,2,6,1,1,0,7,0,0,2,0,0,0,0,1,5,1,5,0,0,0,0,0,1,1,0,3,7,2,2,1,6,0,18,1
192,trial_truth_036_0,9,0,2,0,7,0,3,0,0,1,0,0,2,0,0,0,1,0,3,0,2,0,0,0,0,0,0,3,4,0,0,0,8,2,0,4,22,0,3,10,0,0,0,0,0,0,0,0,1,0,0,0,5,0,3,0,1,0,1,0,8,0,0,7,1
193,trial_truth_036_1,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,16,1,1,12,0,0,0,0,0,1,1,0,0,0,0,0,2,0,2,0,0,1,0,0,13,0,0,11,1
194,trial_truth_037_0,14,0,0,1,3,5,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,3,1,0,0,3,0,0,0,2,5,0,1,1,0,0,0,0,0,1,0,7,1,0,0,0,0,0,6,1
195,trial_truth_037_1,11,0,3,0,1,1,0,9,0,3,0,0,0,0,1,2,4,0,3,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,3,0,3,0,1,0,0,1,0,3,0,2,0,0,0,0,2,1,2,2,8,2,0,0,1,2,1,12,1
196,trial_truth_038_0,9,0,0,0,0,1,11,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,3,0,0,2,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,10,1,0,3,0,1,12,2,1,0,0,0,0,0,1,2,1
197,trial_truth_038_1,10,0,0,0,0,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,5,0,0,0,1,11,8,1,3,0,0,1,1,6,10,1,2,0,0,0,0,1,0,3,1
198,trial_truth_039_0,12,1,1,2,2,1,5,2,0,1,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,1,1,3,0,0,0,4,1,1,0,2,0,0,0,0,2,0,0,6,0,1,0,2,0,7,2,3,0,0,0,0,0,1,4,1
199,trial_truth_039_1,10,0,3,1,3,1,1,3,0,1,0,0,0,0,0,2,2,0,6,0,1,0,1,2,1,0,0,3,1,0,0,1,1,0,0,0,5,0,3,2,1,0,0,0,0,1,0,2,4,0,1,0,1,0,9,4,3,2,2,1,0,2,5,10,1
200,trial_truth_040_0,11,1,0,0,3,0,7,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,8,0,1,1,2,0,10,0,0,0,0,0,0,0,0,0,1
201,trial_truth_040_1,12,0,0,0,3,0,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,14,1,13,1,0,0,0,0,2,3,2,0,9,0,1,0,12,2,21,0,1,0,0,0,0,1,0,2,1
202,trial_truth_041_0,7,0,0,1,0,0,0,7,1,3,0,1,0,0,1,2,0,0,0,0,0,0,1,1,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,5,4,4,4,2,0,0,0,6,11,1
203,trial_truth_041_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,2,6,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,5,0,0,3,0,0,2,6,4,0,0,7,0,1,5,6,11,1
204,trial_truth_042_0,11,1,0,2,1,2,10,2,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,2,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,10,0,2,1,0,1,12,1,2,0,0,0,0,0,1,1,1
205,trial_truth_042_1,13,0,1,2,1,3,9,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,4,0,2,0,4,0,0,2,4,1,1,0,3,0,1,0,0,1,0,0,8,2,0,2,2,0,6,0,1,0,0,0,0,0,0,0,1
206,trial_truth_043_0,6,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,2,0,0,0,2,0,2,0,1,0,0,0,0,2,2,0,8,0,0,2,3,2,8,1,0,0,1,0,0,0,0,1,1
207,trial_truth_043_1,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,8,0,1,0,2,0,12,1,0,0,0,0,0,0,1,0,1
208,trial_truth_044_0,2,0,0,0,0,1,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,0,0,0,0,1,1,0,0,0,3,0,0,3,0,4,3,1,0,0,0,1,1,4,7,3,0,1,0,0,0,2,2,2,1
209,trial_truth_044_1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,4,0,0,0,0,2,0,4,5,4,1,0,0,0,0,1,4,3,1
210,trial_truth_045_0,13,1,1,2,1,1,8,5,1,3,0,0,1,0,1,4,1,0,1,0,0,0,0,0,2,2,0,2,0,0,0,0,1,1,0,1,5,1,2,0,1,0,0,0,0,1,1,1,6,1,0,1,4,0,4,2,7,2,0,0,0,1,2,6,1
211,trial_truth_045_1,14,0,2,4,5,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6,0,0,5,0,0,4,0,6,0,0,1,3,0,3,0,1,0,0,0,0,2,3,0,4,0,0,4,4,2,9,2,1,0,0,1,0,0,2,3,1
212,trial_truth_046_0,12,0,2,0,0,2,14,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,17,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,1
213,trial_truth_046_1,4,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,2,1,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,14,0,3,3,0,0,15,3,0,0,0,0,0,0,3,1,1
214,trial_truth_047_0,3,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,3,1,6,0,2,2,2,3,15,2,0,0,0,0,0,0,3,2,1
215,trial_truth_047_1,6,0,1,0,1,0,5,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,2,4,0,3,0,1,0,0,0,0,1,2,1,7,0,0,0,2,4,8,1,0,0,0,0,0,0,3,1,1
216,trial_truth_048_0,9,2,3,0,0,3,0,2,0,1,0,0,1,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,6,4,0,2,0,0,0,0,2,2,0,1,0,0,0,0,0,1,1,1
217,trial_truth_048_1,4,0,2,1,1,2,0,2,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,1,0,0,5,7,0,2,0,0,0,0,8,5,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,2,0,2,0,0,0,0,0,0,0,1
218,trial_truth_049_0,11,0,1,0,2,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,4,0,5,0,0,0,0,0,0,1,1,0,18,0,0,0,3,0,15,1,1,0,0,0,1,1,1,3,1
219,trial_truth_049_1,10,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,10,0,4,0,3,0,15,1,1,0,0,1,0,0,0,0,1
220,trial_truth_050_0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,3,0,6,1,0,0,1,0,0,0,0,1,0,0,3,0,6,0,11,5,2,0,1,0,0,2,5,6,1
221,trial_truth_050_1,6,1,0,0,0,0,7,7,0,0,0,0,0,0,1,1,1,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,7,0,3,0,2,0,10,6,5,1,0,0,0,1,7,8,1
222,trial_truth_051_0,5,0,0,1,0,0,3,4,0,3,2,0,0,0,1,2,0,2,8,0,3,0,5,2,1,0,0,7,2,0,4,3,0,0,4,2,9,0,8,0,0,0,0,0,0,0,0,0,1,1,4,3,8,0,20,12,6,2,2,4,1,0,9,17,1
223,trial_truth_051_1,13,0,0,2,3,0,14,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,5,0,0,6,2,0,1,2,0,0,0,5,8,0,7,0,0,0,0,0,0,2,1,1,14,0,2,3,5,1,24,16,1,1,0,0,2,1,17,18,1
224,trial_truth_052_0,11,0,0,1,0,2,13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,11,0,1,0,0,2,13,3,3,0,0,0,0,0,1,3,1
225,trial_truth_052_1,7,0,0,0,1,2,11,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,1,3,0,11,1,1,0,3,1,15,0,0,0,0,0,0,0,0,0,1
226,trial_truth_053_0,18,0,8,1,13,1,0,0,0,1,0,2,0,0,0,0,10,0,11,2,3,0,0,0,1,1,0,5,5,0,0,0,12,1,6,2,20,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
227,trial_truth_053_1,20,1,2,2,14,0,0,3,1,2,0,0,1,0,0,0,2,0,6,0,5,0,0,0,3,0,0,4,4,0,0,0,14,1,3,5,20,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,2,0,0,0,1,0,0,2,1
228,trial_truth_054_0,6,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,2,6,3,0,0,1,0,0,4,5,2,2,0,4,0,1,6,3,17,11,0,1,0,1,0,0,12,9,0,0,0,0,0,0,0,0,0,1
229,trial_truth_054_1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,3,2,0,0,0,0,0,4,4,2,0,0,1,0,1,1,2,19,11,5,0,0,0,1,0,11,7,0,0,1,0,0,0,4,0,3,1
230,trial_truth_055_0,5,0,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
231,trial_truth_055_1,3,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,1
232,trial_truth_056_0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2,1,3,3,4,1,0,3,1,1,0,0,0,0,0,1,2,6,2,2,2,0,0,4,0,3,6,2,3,0,0,2,0,3,3,6,1,0,0,3,0,1,5,2,3,1
233,trial_truth_056_1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,5,0,0,2,5,2,1,0,0,1,1,2,0,1,0,0,1,1,1,2,0,0,1,0,2,3,1,6,4,2,0,0,3,0,0,5,7,3,0,2,2,1,2,2,2,7,1
234,trial_truth_057_0,5,0,0,0,0,2,11,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,12,1,0,4,0,0,16,2,2,0,0,0,0,0,2,2,1
235,trial_truth_057_1,7,0,0,0,0,2,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,1,0,7,4,1,0,2,1,16,1,0,0,0,0,0,0,1,1,1
236,trial_truth_058_0,3,0,1,0,0,0,1,2,0,2,0,0,0,0,3,1,1,0,1,0,0,2,1,0,0,0,0,5,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,6,2,1,3,2,5,0,3,13,4,2,1,0,0,0,4,4,9,1
237,trial_truth_058_1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,6,1,0,0,0,1,2,0,3,0,0,0,0,0,1,2,2,1,0,2,0,5,2,3,19,10,1,1,0,2,0,1,9,10,1
238,trial_truth_059_0,8,0,0,2,0,6,5,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,5,0,0,7,0,0,0,0,0,0,0,3,0,3,0,0,1,0,10,13,0,8,1,1,5,2,11,14,0,0,0,0,0,0,0,0,0,1
239,trial_truth_059_1,10,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,9,0,0,0,0,15,16,1,7,0,0,2,1,16,14,0,0,0,0,0,0,1,0,1,1
240,trial_truth_060_0,6,0,1,1,5,2,0,0,0,0,0,0,0,0,0,0,3,0,5,0,2,0,1,0,1,0,0,3,1,0,0,1,2,0,3,0,12,9,2,2,1,0,0,0,9,8,1,1,0,0,0,1,2,1,3,0,2,0,1,1,0,0,0,4,1
241,trial_truth_060_1,4,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,8,2,1,4,3,0,0,0,1,8,5,1,1,0,0,0,3,3,9,3,1,0,0,0,4,0,4,7,1
